,object_id,gid,density,,duplicated_source,dec_error,ra,dec,phot_bp_mean_mag_error,phot_rp_mean_mag,lum_val,b,phot_g_mean_mag,ra_error,pmra_error,radial_velocity_error,phot_bp_mean_mag,phot_rp_mean_flux,pmra,l,source_id,phot_g_mean_flux,teff_val,e_bp_min_rp_val,bp_rp,pmdec_error,radial_velocity,radius_val,pmdec,phot_g_mean_flux_error,parallax,phot_bp_mean_flux_error,phot_bp_mean_flux,phot_rp_mean_mag_error,phot_rp_mean_flux_error,a_g_val,phot_g_mean_mag_error,parallax_error,plx
6095,6095,1,53.35883,8341,0,0.0619,81.20420400617,-1.04473378405,0.0144,15.1304,,-19.67497401082,16.3667,0.0674,0.183,,17.9214,7122.115311691418,1.02,203.64156386961002,3220421905095945856,5354.002397651457,4049.05,0.4497,2.791,0.142,,,-1.0490000000000002,6.954944006609383,2.6991,12.428434086601255,937.5432212174308,0.0035,22.69599130387709,0.8285,0.0014,0.0934,2.6991
6134,6134,1,53.28297,8394,0,0.0903,81.83121539257,-0.6578314959699999,0.0125,14.0505,0.155,-18.93935487712,15.1031,0.0976,0.183,,16.1932,19256.534337234887,1.1079999999999999,203.59900962788998,3220550921617498624,17143.107939620724,3780.0,,2.1427,0.154,,0.92,-0.141,30.364385942179,2.9075,52.81635798081914,4605.6885110709645,0.0063,112.28721044586479,,0.0019,0.0594,2.9075
5507,5507,1,53.2542,7578,0,0.0722,83.39641708381,-0.9264367973700001,0.0867,15.5592,,-17.69062090068,16.8154,0.0833,0.147,,18.4295,4798.486833363889,1.436,204.6322953951,3217668311367984640,3541.485474163448,3917.81,,2.8704,0.128,,,-0.925,62.43040966659233,3.0801,46.87277175492768,587.1456643815798,0.0644,284.690593043457,,0.0191,0.0932,3.0801
5335,5335,1,53.19559,7394,0,0.0359,84.75537169584001,-1.4665932651700002,0.0071,13.7163,0.256,-16.74656566282,14.7805,0.0376,0.087,,15.8981,26197.11392693073,2.166,205.80115178472,3217470231771142912,23076.162741917175,3580.5,,2.1818,0.08,,1.31,-1.665,28.24751422386064,2.8167,39.68001807859818,6043.716535054841,0.0039,94.48244978065996,,0.0013,0.0469,2.8167
6226,6226,1,53.181355,8497,0,0.0598,82.84411476294001,-0.54897193437,0.0132,14.795,0.087,-17.997350777220003,15.9924,0.0607,0.115,,17.4338,9700.291606326391,1.554,204.00779210282,3220722995186961792,7557.782421631048,3524.67,,2.6389,0.11199999999999999,,0.79,-1.2919999999999998,10.421742491292326,2.8294,17.879882567539056,1468.9940476521033,0.0059,52.9649223971773,,0.0015,0.0724,2.8294
4151,4151,1,53.067593,6030,0,0.0445,79.90807869209,-2.17592922891,0.0118,14.8653,0.107,-21.353041958,16.0299,0.0502,0.109,,17.4257,9092.068777890809,1.534,204.04428201955002,3214322467419821952,7300.8540521657615,3316.0,0.3027,2.5604,0.08900000000000001,,0.99,-0.7190000000000001,12.889169017605973,2.7303,16.091423239628206,1480.0961367598898,0.0051,42.51624703099519,0.5093,0.0019,0.0687,2.7303
5418,5418,1,52.998386,7481,1,0.0438,83.72710415678,-1.39587248484,0.0144,13.9496,0.205,-17.620834392979997,15.0221,0.0422,0.08,,16.1632,21132.286811011785,1.8980000000000001,205.23038754428,3217567847788573952,18470.91511746516,3574.0,,2.2136,0.073,,1.18,-1.598,49.42717157076541,2.8216,62.63673380890275,4734.705955983747,0.0071,138.33869440155428,,0.0029,0.0523,2.8216
7617,7617,1,52.99281,10305,0,0.0572,81.59991034504,3.83122320495,0.0215,14.704,0.122,-16.94868674719,15.8759,0.0635,0.131,,17.273,10548.024788508836,1.514,199.36240698593997,3236266176890011520,8413.365996275177,3340.33,,2.569,0.109,,1.04,-0.5529999999999999,14.295445092584867,2.7191,33.68522164157443,1703.5946906772915,0.0049,47.5767620765655,,0.0018,0.0792,2.7191
4289,4289,1,52.96146,6207,0,0.047,79.45349718585,-1.33104691032,0.0149,14.9203,0.11,-21.348444313779996,16.076,0.0655,0.159,,17.4377,8642.424632077853,1.8119999999999998,203.01429361918,3215180911123228544,6997.813053232582,3367.0,,2.5174,0.11,,0.97,-0.74,8.586200791751102,2.583,20.058484709621293,1463.7880926611294,0.0019,14.921821192878527,,0.0013,0.0925,2.583
3699,3699,1,52.906296,5411,0,0.0188,81.51368586988,-3.80296569084,0.009,12.3261,0.617,-20.70043514786,13.0247,0.0206,0.055999999999999994,,13.5683,94258.57287191988,0.976,206.38958071413998,3210637041883303296,116274.33044144095,4871.0,0.4577,1.2422,0.042,,1.1,-0.14800000000000002,314.90080259673795,2.91,426.0517941796695,51668.149335683825,0.0073,629.9060615584232,0.8975,0.0029,0.0269,2.91
7577,7577,1,52.86595,10260,0,0.0728,82.11238274861,3.6540660029,0.0145,15.1206,,-16.59297246566,16.3595,0.0831,0.163,,17.9288,7186.424609702874,1.526,199.78840033233,3236063660591080960,5389.357850225808,3904.36,,2.8082,0.131,,,-0.609,7.2801026577962675,3.0744,12.419382229846141,931.1604627490876,0.0059,39.104406942005184,,0.0015,0.0975,3.0744
7058,7058,1,52.630512,9509,0,0.0413,83.27381509973,2.41789733183,0.0223,13.9655,0.179,-16.19072113572,15.0115,0.0413,0.075,,16.1061,20824.83696659425,1.868,201.50480578547,3223683400180877696,18652.66843192041,3692.33,,2.1407,0.067,,1.03,-0.672,80.90647854968006,2.9088,102.36174291943243,4989.962052013284,0.0114,218.39745243920302,,0.0047,0.045,2.9088
4152,4152,1,52.46442,6031,0,0.0484,79.81459350422,-2.08138858475,0.0617,14.7882,0.091,-21.390279145639997,16.0273,0.0536,0.126,,17.3037,9760.415527553054,1.39,203.90727252544997,3214326934185808256,7318.602223086492,3559.77,,2.5154,0.111,,0.79,-0.46799999999999997,92.55769231981834,2.6776,94.1480752972178,1656.0909553642173,0.0436,392.199627603119,,0.0137,0.0747,2.6776
6510,6510,1,52.290318,8838,0,0.0575,80.31788984983001,0.67335668671,0.0146,15.1993,0.053,-19.62108140087,16.4099,0.0653,0.138,,17.8835,6683.987139328752,0.778,201.5896155741,3221682490881102208,5145.010274737332,3589.48,,2.6842,0.11599999999999999,,0.6,0.26,5.199775674372922,2.9052,13.055541605143421,970.857265654364,0.0031,19.32556879213618,,0.0011,0.0767,2.9052
6458,6458,1,52.185474,8771,0,0.0444,80.67602370096,0.13099973114,0.0115,14.3971,0.102,-19.57207760104,15.519,0.0534,0.11900000000000001,,16.7752,13993.889686280037,1.463,202.27753806912,3221428263176914304,11688.666182713854,3815.0,,2.3782,0.09,,0.73,-0.441,32.41256915817748,2.9256,28.615448360510968,2694.3653359747914,0.0061,78.16202873562433,,0.003,0.0654,2.9256
4173,4173,1,52.091026,6055,0,0.0508,79.70359967105,-1.6324379200499999,0.0156,15.3477,,-21.27357105369,16.586,0.0621,0.145,,18.169,5830.328016876773,1.778,203.42687486575,3214405995943589760,4374.552106954161,4162.98,,2.8213,0.111,,,-0.322,8.981952127692285,2.8598,10.713047923937744,746.3712841015158,0.0059,31.69048154607902,,0.0022,0.0858,2.8598
3443,3443,1,51.90459,5099,0,0.0292,83.36555563792,-4.50595197938,0.0028,10.8749,2.608,-19.384168955089997,11.2989,0.0272,0.062,4.37,11.5873,358763.63596275065,1.274,207.95877575912,3209647064803713920,569871.1197668085,6111.2,0.205,0.7124,0.057999999999999996,25.05,1.44,-0.313,771.5321332024432,2.9163,838.3453420264203,320366.0267546262,0.0021,691.642545011755,0.427,0.0015,0.0384,2.9163
7042,7042,1,51.872086,9489,0,0.031,83.79215730202,1.99140847982,0.0071,13.5887,0.24,-15.945297718379997,14.5191,0.0313,0.063,,15.4177,29464.020182036515,1.9140000000000001,202.15464501816,3223602135103086848,29355.762262787623,4073.0,,1.829,0.057,,0.98,-0.122,44.617664554643945,2.774,61.50080159111732,9407.395761675318,0.0047,126.87256334164736,,0.0017,0.0411,2.774
4930,4930,1,51.807873,6946,0,0.0632,84.05870067076,-2.2588396951700003,0.0012,8.4444,,-17.73249760591,8.4339,0.0698,0.138,,8.4467,3365075.918811014,1.964,206.1935150715,3216901711243374336,7975689.791451339,9591.0,0.1477,0.0023,0.11599999999999999,,,-1.655,5262.005655469207,2.599,6245.627318547507,5779314.843745049,0.003,9327.859875555727,0.2965,0.0007,0.0717,2.599
4143,4143,1,51.737537,6017,0,0.0205,78.84443381278001,-2.3330982591,0.0076,13.5917,0.27399999999999997,-22.362591301339997,14.5741,0.0225,0.049,,15.5493,29382.057115641186,1.7409999999999999,203.64824280424,3214257218276251264,27906.595102346324,3776.5,1.1525,1.9576,0.046,,1.22,-0.767,46.065931421794566,2.7943,58.11107027129453,8333.689885824597,0.0063,171.47803468927668,2.277,0.0018,0.0279,2.7943
3494,3494,1,51.679974,5164,1,0.0437,83.11251530944,-4.57555181719,0.0014,8.8342,,-19.64033173351,8.7934,0.0437,0.10300000000000001,,8.7826,2350024.1134846644,1.146,207.90210919739,3209809831181645312,5727743.818709253,8693.33,0.0405,-0.0516,0.098,,,-0.135,2116.0060247248794,3.0297,5404.978504018811,4241287.1232380085,0.0014,3067.5722638732104,0.068,0.0004,0.0579,3.0297
7224,7224,1,51.605797,9689,0,0.0552,82.55297354491,3.0150297805900004,0.0061,12.2932,0.7759999999999999,-16.526097831220003,13.061,0.0606,0.11900000000000001,,13.721,97155.8066324573,1.745,200.59473270096,3223965596711776000,112443.63046780805,4690.5,,1.4277,0.10099999999999999,,1.33,-0.596,211.8939858885139,2.6187,253.59893054336212,44892.329212239674,0.0045,405.0422497225513,,0.002,0.0695,2.6187
6104,6104,1,51.554077,8354,0,0.0572,80.40720758026,-0.9956979276700001,0.017,15.6219,,-20.35104644071,16.9161,0.0664,0.16,,18.7053,4528.883537160564,1.419,203.18961353748,3220458498217092736,3227.678567483128,4158.62,,3.0833,0.125,,,-0.878,4.115882697378467,3.0046,7.148606171212642,455.4637608647933,0.0035,14.610707835190091,,0.0014,0.0934,3.0046
7116,7116,1,51.103626,9571,0,0.0712,82.78172560195,2.48600350725,0.0134,15.1852,0.069,-16.58649723024,16.3836,0.0742,0.141,,17.8471,6771.854063491612,1.736,201.19260647711002,3223785208085300608,5271.219822719647,3524.67,,2.662,0.121,,0.7,-0.8809999999999999,6.525343703057662,2.6495,12.366099207612331,1003.9459594034457,0.0022,13.781690519938891,,0.0013,0.0945,2.6495
6774,6774,1,51.079384,9144,0,0.0307,81.87230309201999,1.71418943516,0.0412,13.4312,0.29,-17.756623338,14.4323,0.0369,0.064,,15.4239,34064.813968620285,1.46,201.4322659534,3222227784224558976,31800.79409143467,3724.0,,1.9928,0.051,,1.29,-0.965,298.57641913464215,2.9508,354.7798926441144,9353.558288691867,0.0285,893.4563098563381,,0.0102,0.0353,2.9508
5560,5560,1,50.77007,7634,0,0.0288,84.76483741679,-0.63252694984,0.0151,13.6447,0.258,-16.345939604229997,14.6559,0.03,0.055999999999999994,,15.684,27982.27886783063,2.0469999999999997,205.03793350511,3217724803072990976,25881.641243582915,3712.5,,2.0393,0.05,,1.23,-0.765,68.24910443904271,2.8346,102.22660445813368,7361.444491683169,0.0072,184.92453806150183,,0.0029,0.0293,2.8346
7396,7396,1,50.721306,9995,0,0.0607,80.73660409413,1.79457360518,0.0178,14.3258,0.105,-18.70649086699,15.5609,0.0663,0.128,,17.1434,14943.974361311133,1.34,200.77237907599,3234194971860325888,11246.163063707614,4162.98,,2.8176,0.11,,0.62,-0.11199999999999999,16.801211969696535,2.5322,31.45754314158319,1919.593020710263,0.0045,61.32385007869608,,0.0016,0.0814,2.5322
6272,6272,1,50.623135,8548,0,0.045,83.52440213071,-0.27071330382,0.0018,9.2963,,-17.26665792188,9.2788,0.0553,0.10400000000000001,,9.2896,1535537.817162277,1.662,204.09095977616002,3220801752002631808,3663009.187382597,9664.5,0.059,-0.0067,0.08199999999999999,,,-0.687,2771.963449469223,2.6844,4312.355807524657,2659026.5833469317,0.0012,1687.311620972672,0.1247,0.0008,0.0605,2.6844
6838,6838,1,50.570072,9214,0,0.0485,81.1609063634,1.81079219035,0.0021,8.3575,,-18.32922325115,8.2972,0.0634,0.11,,8.2802,3645566.7208269467,1.517,200.97738094669998,3222275990937384960,9046027.462681463,8562.5,0.0955,-0.0773,0.094,,,0.18100000000000002,4687.584169823436,2.6136,12742.326423476869,6737397.044731506,0.0024,7902.598183132506,0.161,0.0006,0.0663,2.6136
6756,6756,1,50.539707,9124,0,0.0694,81.40735473726,1.51505628259,0.0143,15.1678,,-18.2594158874,16.3563,0.0767,0.18,,17.8581,6880.902234079538,1.339,201.37604394858002,3222209126886535552,5405.22584626883,3866.29,,2.6903,0.159,,,0.414,8.667327541384944,3.0321,13.060332643296164,993.7940440555003,0.0038,24.30385866700679,,0.0017,0.099,3.0321
6337,6337,1,50.401546,8620,0,0.0458,82.72078268623,0.11331142647,0.011,14.0219,,-17.78915443159,15.1917,0.0503,0.11599999999999999,,16.5749,19769.45502475103,1.574,203.33453608916,3220982140629374464,15800.83256957162,3983.64,,2.5529,0.111,,,-0.96,44.36159574496727,2.9363,32.74420894238151,3240.5208088858967,0.0066,119.72513826508678,,0.003,0.0618,2.9363
3526,3526,1,50.302475,5198,0,0.0525,83.25569398375,-3.97456655123,0.0235,13.176,0.336,-19.2378863838,14.2017,0.0586,0.17,,15.2351,43088.22190954805,1.19,207.40515678354998,3209869445327417344,39323.807248604,3887.52,,2.0591,0.13699999999999998,,1.28,-1.361,208.29849636353146,2.8821,241.19056318705282,11130.276403732463,0.0142,564.0075094639658,,0.0058,0.0908,2.8821
6876,6876,1,50.194893,9254,0,0.0872,81.39652122491,2.08352264012,0.0272,15.3749,,-17.99012931141,16.5873,0.0978,0.17,,18.1225,5686.138780718936,1.199,200.84914365311002,3222311587626520832,4369.350052045033,3970.53,0.2925,2.7476,0.14800000000000002,,,-0.20800000000000002,5.044983293128745,2.5943,19.498671836155093,779.0545382045058,0.0043,22.445309065568882,0.439,0.0013,0.0985,2.5943
4456,4456,1,50.108883,6407,0,0.0446,83.39044132800001,-3.9251606758199995,0.0175,14.7601,0.08,-19.095796999820003,15.9297,0.0482,0.133,,17.3073,10016.425537181873,1.3430000000000002,207.42416131947,3215873878327134976,8007.18887700915,3784.45,,2.5472,0.106,,0.66,-1.358,17.770942663446842,2.758,26.577247463569165,1650.5242593382075,0.0061,56.196274915491955,,0.0024,0.0715,2.758
5489,5489,1,49.99622,7559,0,0.0614,83.60349629908,-1.07192281168,0.0094,14.6514,0.092,-17.577012732089997,15.8068,0.0732,0.127,,17.1623,11071.190753249375,1.258,204.86955924538003,3217650654757785088,8966.47413305648,3844.21,,2.5109,0.113,,0.68,-1.095,9.126135097244617,2.6668,16.373306103482353,1886.399649306267,0.0025,25.388473284594394,,0.0011,0.0799,2.6668
6051,6051,1,49.908657,8294,0,0.0552,81.67980940917,-1.28619871643,0.0142,14.9677,0.064,-19.37207376081,16.1404,0.0602,0.14800000000000002,,17.5462,8273.588233656887,1.5630000000000002,204.10727540832002,3220303604515628928,6594.807442533225,3663.0,,2.5785,0.10800000000000001,,0.63,-0.43799999999999994,11.29960242616165,2.9152,17.29030899146872,1324.576610588112,0.0048,36.611484695911216,,0.0019,0.08,2.9152
6181,6181,1,49.67862,8449,0,0.0655,82.86421754715,-0.85664287348,0.0119,14.6926,0.126,-18.12601371065,15.8358,0.0723,0.134,,17.1501,10659.188538874498,1.8330000000000002,204.30251383638,3220658437534217728,8730.495070510262,3408.0,,2.4575,0.11199999999999999,,1.02,-1.207,8.888144534970385,2.6392,20.85550879036253,1907.717680594262,0.0031,30.69465161090261,,0.0011,0.0815,2.6392
7211,7211,1,49.51821,9674,0,0.0713,82.63683525514,2.81020244218,0.0147,14.8058,,-16.55380412789,16.0647,0.076,0.153,,17.7086,9604.336918981773,1.935,200.82375717604,3223945908581979008,7070.551334518103,4154.77,0.733,2.9028,0.126,,,-0.293,10.661208579984926,2.9748,15.446538495995789,1140.5932498273787,0.0042,37.26222868360464,1.2867,0.0016,0.0966,2.9748
6802,6802,1,49.496815,9174,0,0.029,81.22920720439001,1.6563736412099999,0.0033,10.5592,3.7569999999999997,-18.34549744317,11.0371,0.0318,0.067,4.66,11.3726,479825.3343790339,1.676,201.15442148131,3222258845427956352,725301.6886628887,5779.0,,0.8134,0.057,16.59,1.93,-0.7959999999999999,668.295365494022,2.7612,1192.8708322586535,390402.5421052365,0.0025,1118.5120615425612,,0.001,0.0365,2.7612
7601,7601,1,49.377285,10287,0,0.0498,82.25854766596,3.88626432128,0.001,9.8004,,-16.35115643803,9.9697,0.052,0.09300000000000001,,10.0799,965162.5344442826,1.188,199.65358910930001,3236103139930423808,1938591.720420384,8022.0,0.294,0.2794,0.079,,,-0.873,1079.512785295466,2.6879,1203.7598818896122,1284127.6270678113,0.0015,1289.2820518007193,0.591,0.0006,0.0629,2.6879
4234,4234,1,49.27663,6132,0,0.0535,77.76196431076,-2.2167404004599995,0.0173,15.1397,,-23.256764974320003,16.3597,0.0636,0.16699999999999998,,17.8621,7061.313422723952,1.256,202.97608273538998,3214685856012401664,5388.394041091681,4038.51,,2.7224,0.135,,,-0.706,6.6969822256407046,2.4547,15.751978419412634,990.197669511002,0.0041,26.847739885455365,,0.0013,0.0884,2.4547
5613,5613,1,49.255825,7695,0,0.0611,84.36117247434,-0.32061765766999994,0.0174,14.8538,,-16.55404324609,16.0195,0.0668,0.113,,17.4158,9188.768960729092,1.7919999999999998,204.55231511911998,3217795481054651392,7371.009219370129,3299.5,,2.562,0.1,,,-1.4069999999999998,12.879323951107947,2.7032,23.91654751546977,1493.6334068073513,0.0043,36.2692274596938,,0.0019,0.0754,2.7032
6399,6399,1,49.24119,8697,0,0.0462,80.50157005527,-0.63530739908,0.0116,15.0848,0.053,-20.09505650948,16.2706,0.0512,0.138,,17.7428,7427.448493882325,0.92,202.90117960748,3221243377720943744,5849.066283586341,3805.77,,2.6579,0.114,,0.53,-0.03,6.458511364439032,2.8737,11.806516159649012,1105.224114994149,0.0027,18.482491076285715,,0.0012,0.0736,2.8737
6687,6687,1,49.01552,9049,0,0.07,80.37040698623,1.10670879968,0.0155,14.9032,0.051,-19.36326203215,16.1603,0.0767,0.15,,17.8336,8779.552591675196,1.193,201.21594838159,3222132676468406784,6475.019301988073,3865.25,,2.9304,0.128,,0.5,0.11699999999999999,4.958016119422875,3.0232,14.494019396453595,1016.4727413733458,0.0032,25.52009090686901,,0.0008,0.0986,3.0232
4883,4883,1,49.00298,6887,0,0.0168,82.50144718699,-2.7966899557700002,0.0038,12.854,0.38799999999999996,-19.35945079316,13.6689,0.0173,0.04,,14.3823,57965.463533202616,1.3359999999999999,205.92957836371997,3216799186081727104,64239.36429181209,4409.0,,1.5283,0.038,,1.07,-0.134,52.82564038985565,2.9523,84.59157050412472,24414.782102730238,0.0028,148.4772646105484,,0.0009,0.0235,2.9523
3643,3643,1,48.83808,5340,0,0.0205,80.72778056789001,-4.23353733679,0.009,13.5509,0.247,-21.59466808979,14.5147,0.0216,0.05,,15.4495,30508.48569124545,0.8759999999999999,206.40965894496998,3210407896786955520,29475.159582429413,3814.5,,1.8986,0.05,,1.14,-0.28600000000000003,66.05689519418068,2.982,75.41050890183374,9136.255164704737,0.0059,164.80408227599085,,0.0024,0.0294,2.982
6750,6750,1,48.70241,9117,0,0.0487,81.40181031405,1.35693142765,0.0205,14.2686,0.098,-18.34152972706,15.6024,0.053,0.111,,16.802,15752.337500586233,1.345,201.51849482456,3222202422441906688,10823.59039923886,3663.68,,2.5334,0.096,,0.78,0.424,19.328787553064657,3.0284,49.62767724281911,2628.801281536562,0.0286,415.13826927527384,,0.0019,0.0693,3.0284
3768,3768,1,48.17409,5492,0,0.0548,80.98239911494001,-3.34484143332,0.0116,15.1798,,-20.95679933222,16.3871,0.0607,0.17300000000000001,,17.8815,6805.354274450075,0.846,205.69181139008998,3210900993392641920,5253.951349525359,3861.95,,2.7018,0.172,,,-0.369,6.4280514090133725,2.9681,10.423026930170769,972.6063936930536,0.0029,18.30675062294036,,0.0013,0.0926,2.9681
5459,5459,1,48.14733,7526,0,0.0623,83.29126298573001,-1.39074432155,0.0152,15.2046,,-18.00271127522,16.4265,0.0731,0.14,,17.9456,6651.910358946687,1.926,205.00996037981002,3217612755966460800,5066.935150234627,4399.27,0.484,2.7411,0.11599999999999999,,,-1.308,11.199400749199667,2.7649,12.832055132302052,916.874842222516,0.0053,32.731552534698814,0.871,0.0024,0.0817,2.7649
4480,4480,1,48.129887,6436,0,0.0559,83.57454046822,-3.55987925735,0.0211,15.3268,,-18.764475797529997,16.5841,0.0555,0.138,,18.2105,5943.349262711121,1.73,207.17086858343998,3215934695063940352,4382.258582504003,4036.15,,2.8836,0.13,,,-1.9709999999999999,5.6030374348509095,2.8806,13.96932870655673,718.4070782355583,0.005,27.543212704927612,,0.0014,0.092,2.8806
7642,7642,1,47.939556,10336,0,0.0253,81.56111283231,4.24246521479,0.0162,13.199,0.33799999999999997,-16.77699487301,14.123,0.0307,0.06,,14.9798,42186.996501419686,1.68,198.96984158319,3236364617540215040,42280.5870425259,4125.88,,1.7809,0.046,,1.14,-0.466,182.09146582824314,2.7606,210.2327917903669,14080.616928252537,0.0122,474.12714341623933,,0.0047,0.0291,2.7606
6538,6538,1,47.939304,8873,0,0.0327,81.99966023443001,0.45073289905,0.0024,11.1556,1.996,-18.2589732748,11.6426,0.0353,0.068,1.16,11.983,277030.95261954976,1.544,202.65861404156,3221801620389766272,415252.3935896237,5793.0,0.256,0.8274,0.063,21.25,1.4,-0.139,279.77898899098943,2.8648,484.4062795509108,222518.35288211145,0.0018,455.0787821666242,0.461,0.0007,0.0408,2.8648
6505,6505,1,47.93792,8832,0,0.0528,80.41710453907,0.43499119857,0.011,14.7741,0.09699999999999999,-19.65069489653,15.9156,0.0633,0.13699999999999998,,17.254,9888.477278435032,1.222,201.8619352309,3221661948052892672,8111.245978099681,3428.5,,2.4799,0.105,,0.88,-0.603,13.157927834462635,2.8802,17.486751416673822,1733.6171375891172,0.0033,30.01264905424468,,0.0018,0.0693,2.8802
3592,3592,1,47.8539,5276,0,0.0317,81.21421109502,-5.01547521209,0.0176,14.386,0.08,-21.52378923989,15.4945,0.0345,0.085,,16.7104,14136.737821853829,0.871,207.39598568211997,3210117075962571008,11954.50876348389,4146.53,,2.3244,0.07200000000000001,,0.55,-0.413,38.673702849756076,3.003,46.43254234960287,2860.199073739165,0.008,104.80868869406773,,0.0035,0.0475,3.003
6161,6161,1,47.82624,8425,0,0.0556,81.38106531833,-0.35275133349,0.0016,9.8829,9.079,-19.18812391331,10.0637,0.062,0.114,,10.1832,894549.3623015933,1.053,203.08741531589,3220620813620479488,1777803.9272982331,7804.75,0.254,0.3003,0.1,,1.65,-0.17,646.6603837063867,2.8078,1686.627449288638,1167534.765254302,0.0015,1267.7126194019622,0.4813,0.0004,0.0502,2.8078
